0.0,0.0,0.249,11.361,0.0,0.0,0.023,11.587,11.542,0.068,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.272,11.338,11.497,0.113,360
0.272,11.338,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.272,11.338,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.272,11.338,11.383,0.227,360
0.249,11.361,0.249,11.361,0.023,11.587,0.023,11.587,0.295,11.315,11.383,0.227,360
0.272,11.338,0.249,11.361,0.023,11.587,0.023,11.587,4.308,7.302,11.383,0.227,360
