455.336517,465.311462,517.110535,360
424.917389,464.953979,445.042969,360
755.787903,891.032166,667.458374,360
693.404358,793.971436,697.275696,360
524.587219,590.271545,509.669128,360
579.847839,653.949097,624.702026,360
617.529724,612.760132,710.2052,360
594.006165,657.277283,611.07843,360
492.994568,420.382996,659.843567,360
533.665405,576.639832,540.414062,360
535.577454,586.518188,594.773987,360
474.743988,499.122009,505.539948,360
683.890198,760.641113,653.744324,360
731.536377,872.597839,707.879089,360
470.443665,599.718323,415.598358,360
329.625977,396.891937,329.778931,360
715.981506,834.37323,699.506653,360
732.007812,909.0224,682.202393,360
416.976318,459.739532,411.349335,360
531.97345,589.309448,593.442688,360
600.500671,642.154602,617.572021,360
716.789856,850.342712,705.341736,360
636.78772,742.926758,631.78656,360
600.858826,656.021362,638.071167,360
778.987244,828.161621,790.889587,360
528.18811,573.445435,562.292358,360
654.989258,863.065308,512.967346,360
575.955383,645.930908,536.697998,360
456.556549,522.988159,445.964172,360
683.662109,786.90448,623.527954,360
616.736633,642.537476,663.204712,360
788.353821,803.269043,789.447266,360
511.216644,625.534424,463.114471,360
559.326355,614.229309,600.416016,360
632.760864,655.532837,657.888428,360
458.846008,538.126282,479.021515,360
659.111328,824.451172,558.205566,360
582.201294,735.549744,527.443665,360
407.057281,388.479095,462.532288,360
526.057068,546.30188,556.22998,360
587.196899,653.86499,589.636719,360
362.808746,390.016327,419.625275,360
744.734985,854.551819,679.958984,360
804.289307,939.627808,712.616638,360
959.383118,1036.230469,961.668213,360
568.509338,748.72406,498.273926,360
677.03125,753.342529,632.149353,360
673.213745,734.408691,663.174866,360
612.243103,662.130066,609.34552,360
801.706787,852.64032,821.524841,360
873.510376,985.385864,854.47937,360
740.969177,794.766968,731.980408,360
762.07959,784.236816,828.00885,360
587.494263,689.086975,569.286255,360
598.552063,743.834839,613.310242,360
633.214722,782.667908,551.262451,360
760.459106,760.840454,808.348511,360
544.312988,602.340271,563.951477,360
697.143982,873.428101,581.403198,360
